# 2Theta  Intensity_Obs  Intensity_Fit
18.191863 0.142074 0.153384
18.202729 0.149589 0.153388
18.213595 0.148415 0.153393
18.224462 0.152485 0.153397
18.235328 0.148023 0.153402
18.246195 0.147397 0.153407
18.257061 0.151155 0.153412
18.267928 0.152329 0.153417
18.278794 0.152642 0.153422
18.289661 0.149511 0.153428
18.300527 0.148258 0.153433
18.311393 0.147789 0.153439
18.322260 0.143483 0.153444
18.333126 0.154364 0.153450
18.343993 0.147867 0.153456
18.354859 0.149432 0.153462
18.365726 0.147867 0.153468
18.376592 0.149276 0.153474
18.387458 0.151546 0.153481
18.398325 0.156086 0.153487
18.409191 0.150137 0.153494
18.420058 0.152485 0.153500
18.430924 0.151468 0.153507
18.441791 0.149432 0.153514
18.452657 0.148023 0.153521
18.463524 0.152250 0.153528
18.474390 0.152329 0.153536
18.485256 0.150920 0.153543
18.496123 0.148728 0.153550
18.506989 0.147084 0.153558
18.517856 0.156399 0.153566
18.528722 0.152250 0.153574
18.539589 0.152485 0.153582
18.550455 0.150763 0.153590
18.561321 0.153659 0.153599
18.572188 0.145675 0.153607
18.583054 0.149354 0.153616
18.593921 0.153346 0.153625
18.604787 0.155695 0.153634
18.615654 0.147945 0.153643
18.626520 0.147632 0.153652
18.637387 0.142857 0.153662
18.648253 0.151468 0.153671
18.659119 0.152564 0.153681
18.669986 0.151781 0.153691
18.680852 0.148493 0.153702
18.691719 0.150215 0.153712
18.702585 0.152642 0.153723
18.713452 0.150763 0.153733
18.724318 0.148337 0.153744
18.735185 0.150998 0.153756
18.746051 0.151859 0.153767
18.756917 0.150528 0.153779
18.767784 0.152798 0.153791
18.778650 0.154051 0.153803
18.789517 0.152329 0.153815
18.800383 0.146536 0.153828
18.811250 0.148023 0.153841
18.822116 0.153112 0.153854
18.832982 0.151781 0.153868
18.843849 0.152564 0.153882
18.854715 0.148415 0.153896
18.865582 0.154364 0.153910
18.876448 0.155930 0.153925
18.887315 0.143014 0.153940
18.898181 0.152564 0.153956
18.909048 0.156321 0.153972
18.919914 0.156477 0.153988
18.930780 0.151703 0.154005
18.941647 0.155930 0.154022
18.952513 0.149902 0.154039
18.963380 0.154364 0.154057
18.974246 0.154521 0.154076
18.985113 0.151076 0.154095
18.995979 0.155538 0.154115
19.006846 0.148963 0.154135
19.017712 0.152407 0.154155
19.028578 0.153033 0.154177
19.039445 0.152720 0.154199
19.050311 0.147397 0.154221
19.061178 0.154129 0.154245
19.072044 0.151624 0.154269
19.082911 0.150215 0.154294
19.093777 0.145753 0.154319
19.104644 0.152250 0.154346
19.115510 0.151389 0.154373
19.126376 0.145519 0.154402
19.137243 0.151311 0.154431
19.148109 0.155538 0.154462
19.158976 0.147084 0.154494
19.169842 0.145049 0.154527
19.180709 0.147789 0.154561
19.191575 0.150607 0.154597
19.202441 0.148885 0.154634
19.213308 0.145049 0.154673
19.224174 0.147945 0.154713
19.235041 0.153425 0.154756
19.245907 0.149746 0.154800
19.256774 0.147632 0.154846
19.267640 0.145440 0.154895
19.278507 0.145675 0.154946
19.289373 0.161096 0.155000
19.300239 0.152250 0.155057
19.311106 0.155303 0.155117
19.321972 0.152329 0.155181
19.332839 0.156399 0.155249
19.343705 0.151076 0.155322
19.354572 0.154051 0.155399
19.365438 0.153581 0.155482
19.376304 0.150528 0.155571
19.387171 0.155616 0.155667
19.398037 0.150763 0.155772
19.408904 0.151546 0.155885
19.419770 0.158043 0.156008
19.430637 0.153581 0.156143
19.441503 0.156321 0.156291
19.452370 0.152564 0.156454
19.463236 0.149667 0.156633
19.474102 0.153190 0.156830
19.484969 0.162270 0.157047
19.495835 0.156477 0.157288
19.506702 0.151311 0.157553
19.517568 0.156008 0.157846
19.528435 0.156556 0.158169
19.539301 0.150059 0.158525
19.550168 0.163288 0.158917
19.561034 0.152798 0.159346
19.571900 0.154834 0.159816
19.582767 0.158826 0.160329
19.593633 0.153973 0.160887
19.604500 0.158278 0.161491
19.615366 0.158513 0.162143
19.626233 0.157260 0.162843
19.637099 0.154677 0.163590
19.647965 0.158669 0.164382
19.658832 0.160705 0.165216
19.669698 0.155225 0.166087
19.680565 0.162348 0.166987
19.691431 0.159609 0.167907
19.702298 0.161800 0.168835
19.713164 0.162035 0.169756
19.724031 0.153425 0.170655
19.734897 0.167123 0.171515
19.745763 0.164305 0.172319
19.756630 0.167750 0.173052
19.767496 0.165714 0.173704
19.778363 0.163601 0.174265
19.789229 0.162583 0.174730
19.800096 0.163601 0.175098
19.810962 0.162035 0.175367
19.821829 0.161644 0.175539
19.832695 0.159765 0.175611
19.843561 0.166810 0.175584
19.854428 0.160783 0.175454
19.865294 0.158982 0.175221
19.876161 0.161096 0.174886
19.887027 0.162035 0.174449
19.897894 0.155616 0.173918
19.908760 0.167045 0.173301
19.919626 0.155616 0.172609
19.930493 0.160939 0.171854
19.941359 0.165949 0.171049
19.952226 0.167906 0.170209
19.963092 0.173777 0.169347
19.973959 0.161174 0.168475
19.984825 0.167358 0.167604
19.995692 0.163836 0.166746
20.006558 0.164540 0.165909
20.017424 0.166732 0.165102
20.028291 0.163053 0.164329
